InvoiceNo;Order
Invoice3722;chocolate,shrimp,pepper,spaghetti,mineral water,nonfat milk,blueberries,light cream,chicken,carrots
Invoice3723;turkey,shrimp,chocolate,olive oil,french wine,honey
Invoice3724;chutney,eggs,body spray
Invoice3725;whole wheat pasta,ground beef,spaghetti,meatballs,milk,bacon,soda,green tea
Invoice3726;frozen vegetables,ground beef,spaghetti,olive oil,strong cheese,eggs
Invoice3727;turkey,escalope,pasta
Invoice3728;green tea
Invoice3729;mineral water
Invoice3730;pepper,mineral water
Invoice3731;pancakes,honey,barbecue sauce
Invoice3732;tomato sauce,mineral water,milk,french wine,pancakes,light cream,cooking oil,chicken,extra dark chocolate,eggplant,champagne,cookies
Invoice3733;french fries,energy drink
Invoice3734;frozen vegetables,chocolate,escalope,tomato juice
Invoice3735;burgers,shrimp,eggplant,brownies
Invoice3736;french fries
Invoice3737;frozen vegetables,strawberries,yogurt cake,gluten free bar
Invoice3738;burgers
Invoice3739;mineral water,honey,frozen smoothie,cottage cheese,body spray
Invoice3740;energy bar,vegetables mix,energy drink,light mayo
Invoice3741;turkey,burgers,grated cheese,ground beef,mineral water,milk,vegetables mix,escalope
Invoice3742;milk,chocolate,french fries,escalope,pancakes,salad
Invoice3743;spaghetti,eggplant,french fries,green tea
Invoice3744;milk,chocolate
Invoice3745;mineral water,avocado,cake,chocolate,french fries,cottage cheese,pancakes,fresh bread,magazines
Invoice3746;grated cheese,eggs,pasta,hot dogs,sparkling water
Invoice3747;whole wheat pasta
Invoice3748;whole wheat pasta
Invoice3749;spaghetti,mineral water,frozen smoothie,pancakes
Invoice3750;chocolate,herb & pepper,ground beef,mineral water,soup,olive oil,light cream,oil,chicken,hot dogs
Invoice3751;ground beef,spaghetti,bacon,french fries,pancakes,yogurt cake
Invoice3752;frozen vegetables
Invoice3753;shrimp,frozen vegetables,green tea,french fries,frozen smoothie,cookies,light mayo
Invoice3754;turkey,shrimp,whole wheat pasta,mineral water,milk,pancakes,bug spray,brownies,body spray
Invoice3755;champagne
Invoice3756;tomatoes,chocolate,french fries,frozen smoothie,cookies,low fat yogurt
Invoice3757;burgers,cake,brownies
Invoice3758;eggs,light mayo
Invoice3759;shrimp
Invoice3760;burgers,ground beef,milk,whole wheat rice
Invoice3761;tomatoes,butter,gums,cereals,chocolate,pancakes,light mayo,green tea
Invoice3762;mineral water,cake,low fat yogurt
Invoice3763;turkey,ground beef,pepper,cookies
Invoice3764;spaghetti,milk,olive oil,oatmeal,frozen smoothie,pancakes,white wine,low fat yogurt
Invoice3765;chocolate,cookies,champagne
Invoice3766;mineral water,olive oil,eggs,green tea
Invoice3767;mineral water,avocado,whole wheat rice,energy drink
Invoice3768;pickles,vegetables mix,pancakes,green tea
Invoice3769;mineral water,eggs
Invoice3770;grated cheese,herb & pepper
Invoice3771;gluten free bar
Invoice3772;ground beef,spaghetti,mineral water,meatballs,fromage blanc,cooking oil
Invoice3773;burgers,ground beef,escalope
Invoice3774;chocolate,french fries
Invoice3775;turkey
Invoice3776;grated cheese,light mayo
Invoice3777;vegetables mix,energy drink
Invoice3778;frozen vegetables,whole wheat pasta,mineral water,honey,cooking oil,frozen smoothie,tomato juice,fresh bread,green tea
Invoice3779;fresh tuna,frozen vegetables,mineral water,avocado,meatballs,milk,french wine,fromage blanc,honey,cereals,frozen smoothie,fresh bread
Invoice3780;frozen vegetables,spaghetti,chocolate,olive oil,gums,burger sauce,frozen smoothie,pancakes,green tea
Invoice3781;mineral water,olive oil
Invoice3782;mineral water,soup,cake,frozen smoothie,low fat yogurt
Invoice3783;champagne
Invoice3784;pickles,frozen smoothie,champagne,pancakes,mint
Invoice3785;whole wheat pasta,mineral water,chocolate,pancakes,body spray
Invoice3786;spaghetti,escalope,cookies,champagne,protein bar,hand protein bar,low fat yogurt
Invoice3787;whole wheat pasta,olive oil,body spray
Invoice3788;pepper,mineral water,chocolate,milk,nonfat milk,frozen smoothie
Invoice3789;milk
Invoice3790;whole wheat pasta,frozen smoothie,brownies,energy drink
Invoice3791;green tea
Invoice3792;mineral water,milk,chocolate
Invoice3793;turkey,tomatoes,spaghetti,avocado,whole wheat rice,french fries
Invoice3794;tomatoes,ground beef,mineral water,milk,honey,french fries,pancakes,tomato juice
Invoice3795;tomatoes,eggs,chocolate,french fries,low fat yogurt
Invoice3796;spaghetti,mineral water,whole wheat rice
Invoice3797;red wine
Invoice3798;grated cheese,ground beef,spaghetti,mineral water,olive oil,pancakes,cake,extra dark chocolate
Invoice3799;cake,chocolate,low fat yogurt
Invoice3800;low fat yogurt
Invoice3801;cookies
Invoice3802;fresh tuna,grated cheese,mineral water,cake,blueberries,light cream,whole weat flour,french fries,escalope
Invoice3803;mineral water,extra dark chocolate,brownies,asparagus,low fat yogurt
Invoice3804;herb & pepper,mineral water,chocolate,milk,salmon,pancakes,eggs,green tea,escalope
Invoice3805;tomatoes,spaghetti,soup,milk,olive oil,chicken,green beans,frozen smoothie
Invoice3806;herb & pepper,pepper,mineral water,fresh bread
Invoice3807;melons
Invoice3808;spaghetti,meatballs
Invoice3809;mineral water
Invoice3810;ground beef,spaghetti,eggs
Invoice3811;grated cheese,salmon,oil
Invoice3812;grated cheese,mineral water,butter,low fat yogurt
Invoice3813;low fat yogurt
Invoice3814;eggs
Invoice3815;herb & pepper,spaghetti,butter,cooking oil,frozen smoothie,low fat yogurt,honey
Invoice3816;burgers,fresh tuna,mineral water,eggs,frozen smoothie,mushroom cream sauce,pancakes,yogurt cake,light mayo,mayonnaise,green tea
Invoice3817;whole wheat rice,french fries,frozen smoothie,escalope
Invoice3818;grated cheese,mineral water,chocolate,chutney,salmon,eggs,whole wheat rice,cake
Invoice3819;ground beef,spaghetti
Invoice3820;red wine,spaghetti,mineral water,mint
Invoice3821;ground beef,tomato sauce,spaghetti,mineral water,milk,eggs,light cream,cooking oil,cereals,frozen smoothie,mint
Invoice3822;strawberries
Invoice3823;spaghetti,mineral water,whole wheat rice,cookies
Invoice3824;frozen vegetables,mineral water,soup,milk,olive oil,black tea,pancakes,fresh bread
Invoice3825;turkey,french fries,low fat yogurt
Invoice3826;cookies
Invoice3827;mineral water
Invoice3828;shrimp,mineral water
Invoice3829;grated cheese,frozen vegetables,tomatoes,spaghetti,olive oil,energy bar,honey,escalope,cauliflower
Invoice3830;mineral water,soup,extra dark chocolate
Invoice3831;red wine,black tea,honey,cake
Invoice3832;black tea
Invoice3833;burgers,chocolate,grated cheese,herb & pepper,ground beef,spaghetti,milk,bacon,corn,pancakes,toothpaste
Invoice3834;grated cheese,ground beef,milk,butter,burger sauce,oil,french fries,low fat yogurt
Invoice3835;grated cheese,herb & pepper,red wine,spaghetti,mineral water,eggs
Invoice3836;frozen vegetables,tomatoes,ground beef,spaghetti,mineral water,chocolate
Invoice3837;turkey,burgers,grated cheese,pepper,tomato sauce,mineral water,almonds,chutney,pancakes,eggs,escalope,light mayo
Invoice3838;cookies
Invoice3839;ground beef,french fries,pasta
Invoice3840;french fries
Invoice3841;cookies
Invoice3842;escalope
Invoice3843;grated cheese,ground beef,spaghetti,mineral water,pancakes,cake
Invoice3844;tomatoes,ground beef,spaghetti,mineral water,eggs,whole wheat rice,cookies,low fat yogurt,mint
Invoice3845;whole wheat rice
Invoice3846;spaghetti,soup
Invoice3847;herb & pepper,spaghetti,black tea,cake,cottage cheese,yogurt cake
Invoice3848;cottage cheese
Invoice3849;pepper,mineral water,pancakes,eggs,cooking oil,chocolate,low fat yogurt
Invoice3850;grated cheese,pancakes,blueberries,champagne
Invoice3851;turkey,herb & pepper,parmesan cheese,spaghetti,escalope,mushroom cream sauce,fresh bread,low fat yogurt
Invoice3852;fresh tuna,butter,chicken,green tea,chocolate,fresh bread
Invoice3853;frozen vegetables,parmesan cheese
Invoice3854;eggs,honey,green tea
Invoice3855;turkey,red wine,whole wheat pasta,pepper,spaghetti,mineral water,soup,avocado,eggs,body spray,low fat yogurt
Invoice3856;mineral water,chocolate,black tea
Invoice3857;ground beef,pepper,spaghetti
Invoice3858;eggs,whole wheat rice,french fries
Invoice3859;tomatoes,ground beef,pepper,spaghetti,salmon,cake
Invoice3860;eggs
Invoice3861;turkey,chocolate,ground beef,mineral water,pancakes,zucchini
Invoice3862;turkey,burgers,herb & pepper,frozen vegetables,whole wheat pasta,ground beef,spaghetti,mineral water,milk,energy bar,black tea,strong cheese,nonfat milk,eggs
Invoice3863;shrimp,frozen vegetables,tomatoes,ground beef,spaghetti
Invoice3864;cake
Invoice3865;spaghetti,mineral water,salmon,gums,burger sauce,clothes accessories,hot dogs,cottage cheese,mint
Invoice3866;fresh tuna,mineral water,honey,low fat yogurt
Invoice3867;cereals,low fat yogurt,green tea
Invoice3868;shrimp,mineral water,milk,olive oil,eggs
Invoice3869;burgers,mineral water,almonds,eggs,whole wheat rice,escalope
Invoice3870;french fries,magazines,mayonnaise
Invoice3871;shrimp,chocolate,flax seed,vegetables mix,cooking oil,babies food,low fat yogurt
Invoice3872;spaghetti,bug spray,whole weat flour
Invoice3873;fresh tuna,frozen vegetables,honey,cake,brownies,energy drink
Invoice3874;burgers,eggs,green tea
Invoice3875;burgers,chocolate,ground beef,spaghetti,milk,olive oil,eggs,cake
Invoice3876;burgers,shrimp,milk,pancakes,eggs,ham,french fries
Invoice3877;burgers,fresh tuna,frozen vegetables,mineral water,milk,cider,eggs,soda,cottage cheese,fresh bread,low fat yogurt
Invoice3878;tomato juice,mayonnaise
Invoice3879;herb & pepper,shrimp,frozen vegetables,mineral water,meatballs,salmon,eggs,whole wheat rice,carrots
Invoice3880;cookies
Invoice3881;butter,eggs
Invoice3882;grated cheese,cooking oil,white wine
Invoice3883;frozen vegetables,whole wheat pasta,tomato sauce,rice,green tea
Invoice3884;green beans,champagne,low fat yogurt
Invoice3885;frozen vegetables,ground beef,spaghetti,milk,olive oil,eggs,cooking oil,mint green tea,french fries,low fat yogurt
Invoice3886;burgers,chocolate,mineral water,fromage blanc,salmon,eggs,rice,cooking oil,chicken,carrots,tomato juice
Invoice3887;turkey,eggs,white wine,green tea
Invoice3888;eggs
Invoice3889;burgers,butter,cake,cooking oil,eggplant,cereals,brownies
Invoice3890;champagne,mushroom cream sauce
Invoice3891;grated cheese,herb & pepper,ground beef,spaghetti,salmon,cooking oil,champagne
Invoice3892;honey
Invoice3893;ground beef,mineral water,honey,low fat yogurt
Invoice3894;turkey,escalope
Invoice3895;shrimp,extra dark chocolate,whole weat flour
Invoice3896;eggs,cake
Invoice3897;frozen vegetables,mineral water,soup,milk,eggs,energy drink
Invoice3898;chicken,frozen smoothie
Invoice3899;burgers,fresh tuna,grated cheese,spaghetti,mineral water,avocado,olive oil,gums,frozen smoothie,hot dogs,cottage cheese
Invoice3900;turkey,grated cheese,shrimp,tomatoes,vegetables mix,brownies,pancakes,tomato juice,green tea
Invoice3901;escalope,green tea
Invoice3902;ketchup
Invoice3903;cookies
Invoice3904;frozen vegetables,mineral water,pancakes,cake,cooking oil,green tea,shampoo,tomato juice,magazines
Invoice3905;herb & pepper,shrimp,ground beef,yogurt cake
Invoice3906;mineral water,eggs
Invoice3907;chocolate,french fries
Invoice3908;grated cheese,tomatoes,ground beef,spaghetti,soup,meatballs,cooking oil,low fat yogurt
Invoice3909;grated cheese,frozen vegetables,ground beef,olive oil,salmon,blueberries
Invoice3910;tomatoes,spaghetti,milk,olive oil,pancakes,whole wheat rice,green tea,yogurt cake,mint
Invoice3911;yogurt cake
Invoice3912;shrimp,frozen vegetables,tomatoes,spaghetti,milk,butter,chicken,frozen smoothie,tomato juice,mint
Invoice3913;burgers,herb & pepper,frozen vegetables,spaghetti,chocolate,milk,butter,flax seed,almonds,bug spray,chili,whole weat flour,low fat yogurt
Invoice3914;ground beef,spaghetti,mineral water,almonds,eggs,cereals,green tea
Invoice3915;ground beef
Invoice3916;frozen vegetables,butter,whole wheat rice,pet food,fresh bread
Invoice3917;tomatoes,ground beef,muffins,eggs,cookies
Invoice3918;soup,milk,pancakes,honey,mint green tea,cottage cheese
Invoice3919;herb & pepper,ground beef,spaghetti,mineral water,soup,cream,pancakes,french fries,frozen smoothie
Invoice3920;turkey,ground beef,chocolate,cookies,tomato juice
Invoice3921;ground beef,spaghetti,butter,french wine,eggs,whole weat flour,hot dogs,sparkling water,brownies,body spray,energy drink
Invoice3922;turkey,tomatoes,ground beef,spaghetti,mineral water,meatballs,french fries
Invoice3923;red wine,ground beef,spaghetti,mineral water,black tea,mayonnaise,low fat yogurt
Invoice3924;burger sauce,escalope
Invoice3925;frozen vegetables,parmesan cheese,ground beef,spaghetti,eggs,tea,escalope
Invoice3926;tomatoes
Invoice3927;shrimp,soup,gums,barbecue sauce
Invoice3928;frozen smoothie,melons
Invoice3929;turkey,ham,chocolate,muffins,pancakes,cake,rice,chicken,green tea,low fat yogurt
Invoice3930;mineral water,pancakes,oil
Invoice3931;red wine,cake,champagne
Invoice3932;cottage cheese,light mayo
Invoice3933;french fries,pancakes
Invoice3934;red wine,tomatoes,ground beef,spaghetti,mineral water,olive oil,chicken,whole wheat rice,chili,chocolate bread
Invoice3935;turkey,olive oil,green tea,honey
Invoice3936;french wine,cake
Invoice3937;low fat yogurt
Invoice3938;black tea,eggs,whole wheat rice,low fat yogurt,green tea
Invoice3939;tomatoes,green tea
Invoice3940;frozen vegetables,tomatoes,parmesan cheese,mineral water
Invoice3941;red wine,parmesan cheese,ground beef,spaghetti,hand protein bar,cauliflower,mint
Invoice3942;pickles,cereals,green tea
Invoice3943;mint
Invoice3944;mineral water
Invoice3945;frozen vegetables,ground beef,eggs,low fat yogurt
Invoice3946;mineral water,chocolate,milk,eggs,toothpaste,low fat yogurt
Invoice3947;escalope
Invoice3948;mineral water,soup,olive oil
Invoice3949;turkey,spaghetti,chicken,whole weat flour,cottage cheese,fresh bread
Invoice3950;shrimp,frozen vegetables
Invoice3951;red wine,flax seed,cake,frozen smoothie,hot dogs,toothpaste
Invoice3952;cream
Invoice3953;milk,butter,green grapes,chocolate,escalope
Invoice3954;burgers,ground beef,spaghetti,mineral water,oil,barbecue sauce,yogurt cake,low fat yogurt
Invoice3955;escalope
Invoice3956;champagne
Invoice3957;carrots
Invoice3958;chocolate
Invoice3959;chocolate,herb & pepper,ground beef,spaghetti,mineral water,olive oil,rice,french fries
Invoice3960;tomato sauce,mineral water,cake
Invoice3961;turkey,pancakes
Invoice3962;french fries
Invoice3963;honey,whole wheat rice
Invoice3964;chocolate,grated cheese,spaghetti,butter,honey,cake,rice,french fries,energy drink
Invoice3965;ground beef,yams,eggs,chicken,pasta
Invoice3966;french fries
Invoice3967;milk,green beans,mint
Invoice3968;honey,chocolate,french fries,escalope
Invoice3969;mineral water,chicken,magazines
Invoice3970;bug spray,light mayo
Invoice3971;mineral water,salmon,vegetables mix,cereals,escalope
Invoice3972;spaghetti,milk,olive oil,low fat yogurt
Invoice3973;burgers,eggs,frozen smoothie
Invoice3974;chocolate
Invoice3975;mineral water,french wine,chicken
Invoice3976;pepper
Invoice3977;dessert wine,tomatoes,ground beef,salmon,hot dogs
Invoice3978;ham,ground beef,spaghetti,frozen smoothie,champagne
Invoice3979;ground beef,french fries,mushroom cream sauce,brownies
Invoice3980;shrimp,frozen vegetables,ground beef,spaghetti,mineral water
Invoice3981;french fries,protein bar
Invoice3982;escalope
Invoice3983;blueberries,clothes accessories,french fries,frozen smoothie,escalope,fresh bread
Invoice3984;burgers,mineral water,flax seed,gums,cereals
Invoice3985;milk,cooking oil,low fat yogurt
Invoice3986;ham,grated cheese,tomatoes,ground beef,spaghetti,mineral water,french wine,honey,rice,cooking oil,ketchup,pancakes,magazines
Invoice3987;frozen vegetables,fromage blanc,pancakes,french fries,escalope
Invoice3988;ground beef,spaghetti,mineral water,olive oil,french wine,salmon,cereals,white wine,low fat yogurt
Invoice3989;frozen vegetables,spaghetti,eggs,bug spray,cooking oil,french fries,escalope,hot dogs
Invoice3990;burgers,red wine,shrimp,mineral water,rice,french fries,strawberries,protein bar,tomato juice,cauliflower
Invoice3991;chocolate
Invoice3992;hot dogs,shampoo
Invoice3993;herb & pepper,spaghetti,pancakes,low fat yogurt,green tea
Invoice3994;mineral water,mint green tea,french fries
Invoice3995;fresh tuna,spaghetti,mineral water,pancakes,whole weat flour,champagne,hot dogs,tomato juice,green tea
Invoice3996;bacon,light mayo,low fat yogurt
Invoice3997;turkey,fresh tuna,spaghetti,fromage blanc,eggs,honey,bramble,green tea,escalope,cottage cheese
Invoice3998;red wine,chocolate,soda,pet food,french fries,champagne
Invoice3999;olive oil,pancakes,toothpaste
Invoice4000;toothpaste
Invoice4001;energy bar,champagne
Invoice4002;frozen vegetables,tomatoes,milk,salmon
Invoice4003;milk,chocolate
Invoice4004;mineral water,avocado,olive oil,muffins,green tea,french fries,escalope
Invoice4005;chocolate
Invoice4006;cookies
Invoice4007;frozen vegetables,mineral water,milk,olive oil,eggs,chocolate,escalope,yogurt cake
Invoice4008;escalope
Invoice4009;grated cheese,ground beef,tomato sauce,spaghetti,mineral water,fromage blanc,pancakes,cooking oil,frozen smoothie,tomato juice
Invoice4010;hot dogs,light mayo
Invoice4011;eggs
Invoice4012;shrimp,spaghetti
Invoice4013;burgers,frozen vegetables,spaghetti,mineral water,pancakes,champagne,protein bar,hand protein bar
Invoice4014;frozen vegetables,frozen smoothie,light mayo
Invoice4015;mineral water
Invoice4016;cookies
Invoice4017;mineral water,olive oil
